range_-100_-95,range_-105_-100,range_-10_-5,range_-110_-105,range_-115_-110,range_-120_-115,range_-125_-120,range_-130_-125,range_-135_-130,range_-140_-135,range_-145_-140,range_-150_-145,range_-155_-150,range_-15_-10,range_-160_-155,range_-165_-160,range_-170_-165,range_-175_-170,range_-180_-175,range_-185_-180,range_-190_-185,range_-195_-190,range_-200_-195,range_-20_-15,range_-25_-20,range_-30_-25,range_-35_-30,range_-40_-35,range_-45_-40,range_-50_-45,range_-55_-50,range_-5_0,range_-60_-55,range_-65_-60,range_-70_-65,range_-75_-70,range_-80_-75,range_-85_-80,range_-90_-85,range_-95_-90,range_0_5,range_100_105,range_105_110,range_10_15,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_15_20,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_5_10,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100
2,1,597,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,86,56,23,22,15,14,12,13,5793,8,6,9,4,6,8,6,3,57827,4,2,10390,4,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,243,107,44,39,15,17,14,13,73491,7,10,7,8,8,8,4,5
0,0,485,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,103,54,45,26,6,7,5,2,5023,0,0,1,1,1,1,0,0,59711,1,1,8915,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,240,106,57,41,33,14,7,6,74288,2,0,1,0,0,1,0,1
5,2,614,0,3,2,2,2,2,1,0,0,1,265,0,1,0,0,1,1,0,0,0,136,92,45,33,32,16,10,13,5396,8,9,4,5,5,4,8,1,62565,6,4,7882,4,3,2,2,4,1,1,0,1,1,706,0,2,0,2,1,0,0,313,156,83,52,25,25,17,7,71354,14,5,8,13,8,7,2,5
0,0,495,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,155,86,44,39,34,32,19,17,5178,20,7,6,8,3,2,1,1,60445,0,0,8694,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,271,161,114,70,41,40,23,24,72942,19,12,7,11,7,2,0,3
2,3,526,5,3,3,5,3,2,2,0,1,0,202,0,0,0,1,0,1,0,0,0,111,73,53,47,33,13,20,19,6023,13,11,7,10,3,4,3,7,66004,5,4,6717,3,4,3,5,0,3,4,1,1,2,546,0,1,0,2,0,0,1,222,105,64,54,40,31,31,14,68848,17,7,12,2,12,3,5,12
0,0,540,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,167,77,56,35,13,21,18,6,5474,3,0,2,3,1,1,0,0,63190,0,0,7775,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,254,139,95,49,36,21,24,16,71112,8,7,2,2,2,1,0,0
0,0,400,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,78,41,16,6,7,5,1,1,4307,0,0,0,0,0,0,0,0,59886,0,0,8261,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,163,79,44,31,17,5,3,3,75980,1,1,0,0,0,0,0,0
0,0,511,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,86,44,21,15,11,4,6,0,6280,0,0,0,0,0,0,0,0,65397,0,0,7149,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,207,87,39,28,18,10,6,3,69330,1,0,1,1,0,0,2,0
0,0,517,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,62,22,12,10,5,3,2,0,6401,0,2,1,1,0,0,0,0,65868,0,0,7394,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,154,61,22,12,8,9,8,1,68670,4,3,2,1,0,0,0,0
3,2,961,0,2,1,2,1,2,0,1,0,0,415,0,0,0,0,0,0,0,0,0,185,104,65,43,25,12,9,12,6770,3,3,2,6,2,4,3,1,62905,0,1,8156,1,0,0,2,0,1,0,0,0,0,1044,0,0,0,0,0,0,0,434,222,124,70,39,28,19,15,68259,13,6,6,1,7,4,3,1
0,0,551,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,61,41,9,5,1,0,0,0,5925,0,0,0,0,0,0,0,0,66092,0,0,6699,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,174,65,32,13,7,3,0,0,69617,0,0,0,0,0,0,0,0
1,3,1149,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,210,106,56,22,19,12,6,12,6797,3,3,3,0,3,3,0,1,62353,2,1,8232,0,1,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,514,232,100,59,29,22,14,8,68356,8,5,6,3,2,3,1,1
0,0,233,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,39,26,16,6,17,6,10,2,5052,1,0,0,0,0,0,0,0,65573,0,0,6479,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,82,35,22,14,15,8,5,9,71964,3,4,1,0,0,0,0,0
0,0,513,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,57,30,4,2,0,0,0,0,5817,0,0,0,0,0,0,0,0,66681,0,0,6787,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,158,66,27,13,1,0,0,0,69190,0,0,0,0,0,0,0,0
2,2,425,2,0,0,0,1,1,0,1,0,0,118,0,0,0,0,0,0,0,0,0,49,23,27,22,12,18,13,7,5761,7,6,1,5,1,3,4,2,66829,3,1,6362,2,5,0,0,0,2,0,0,0,0,415,0,0,0,0,0,0,0,114,56,39,24,24,11,11,6,69541,10,6,8,4,5,1,3,5
0,0,387,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,86,58,37,15,11,5,4,3,4876,0,0,0,0,0,0,0,0,65597,0,0,6382,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,160,98,40,35,18,13,9,5,71564,3,1,1,1,0,0,0,0
0,0,381,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,85,53,24,18,11,7,4,3,4147,4,5,3,0,0,3,1,0,59524,0,0,8322,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,210,86,65,40,22,10,7,6,76250,4,3,0,1,2,0,0,0
4,4,242,1,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,62,34,23,16,12,8,7,10,4016,10,6,6,2,4,6,4,1,61367,1,0,7493,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,133,58,38,23,17,9,13,9,75866,10,9,8,10,4,10,9,4
0,1,302,2,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,76,49,42,21,19,10,10,5,4490,4,5,3,3,0,0,1,1,63419,0,0,6890,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,168,96,69,24,19,12,19,7,73680,7,7,0,2,2,2,1,0
0,0,356,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,41,29,11,6,2,0,0,0,5147,0,0,0,0,0,0,0,0,66463,0,0,6364,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,119,64,25,5,1,2,0,0,70861,0,0,0,0,0,0,0,0
4,9,605,8,1,4,1,2,0,1,3,0,0,229,2,0,0,2,0,1,1,0,1,122,89,65,55,36,28,19,12,5508,5,6,6,6,4,12,7,5,61863,3,4,7735,6,2,1,0,6,1,2,3,0,1,680,2,2,3,1,0,0,1,239,136,85,56,58,33,38,18,72092,11,8,16,9,4,8,7,6
0,0,251,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,37,19,12,9,4,4,4,5,3761,3,3,1,1,0,2,0,0,59745,0,0,7941,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,112,47,26,12,7,7,5,1,77526,2,1,5,1,0,1,1,1
0,0,274,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,33,23,14,1,2,2,0,0,4573,0,0,0,0,0,0,0,0,64683,0,0,6717,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,114,41,32,9,3,1,0,0,73093,0,0,0,0,0,0,0,0
0,0,346,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,70,47,37,25,13,5,12,5,4566,4,6,4,1,1,0,0,0,62843,0,0,7231,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,153,78,65,33,21,19,8,5,73847,4,6,4,7,0,3,0,0
0,0,182,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,13,9,4,0,0,0,0,0,4872,0,0,0,0,0,0,0,0,67600,0,0,5605,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,39,17,8,3,0,0,0,0,71384,0,0,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,159,104,72,44,36,19,17,3,5438,10,5,3,4,5,3,0,2,62064,0,1,7729,1,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,320,188,112,87,48,31,18,16,71806,6,6,8,5,5,2,2,0
0,0,357,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,46,24,13,6,0,0,0,0,5327,0,0,0,0,0,0,0,0,66414,0,0,6478,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,120,57,30,10,7,1,0,0,70620,0,0,0,0,0,0,0,0
4,4,440,5,3,0,5,1,0,1,0,0,0,156,0,0,0,0,0,0,0,0,0,107,61,44,36,29,27,21,15,4837,11,6,6,12,7,5,5,5,62972,4,4,7124,5,2,6,3,3,0,1,0,1,1,538,0,0,0,0,0,0,0,185,127,69,53,40,35,22,8,72870,19,11,9,11,5,9,5,5
0,0,367,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,81,43,39,46,21,20,17,11,4961,2,6,6,3,1,1,1,1,63549,0,1,7213,0,1,0,0,1,1,0,0,0,0,405,0,0,0,0,0,0,0,157,110,50,46,37,23,17,8,72580,11,8,6,5,5,0,2,1
1,2,770,2,0,2,2,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,202,97,49,19,26,24,9,7,6061,6,5,4,3,0,1,1,1,60795,1,1,8842,1,1,3,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,331,165,95,58,38,20,26,18,71135,12,8,7,4,3,1,1,2
1,0,500,1,0,1,1,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,77,69,39,24,18,12,17,11,5105,7,7,7,5,3,3,2,0,60319,2,0,8521,2,1,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,228,87,46,37,32,24,12,15,73927,14,11,6,6,6,2,4,5
0,0,407,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,82,70,44,22,22,9,7,1,4838,6,3,2,1,0,0,0,0,63493,0,0,7096,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,190,112,63,44,20,15,12,8,72763,4,1,3,0,1,1,0,0
0,0,460,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,83,30,23,19,8,9,6,4,5168,2,0,0,0,0,0,0,0,62091,0,0,8083,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,182,98,47,29,25,12,6,5,72925,3,0,0,0,0,0,0,0
0,0,349,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,80,31,32,11,12,7,3,2,4575,1,4,2,2,2,0,0,0,62325,0,0,7731,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,173,85,50,20,17,10,7,4,73828,5,2,3,1,2,2,1,0
0,0,352,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,80,38,25,17,10,12,7,4,5568,4,1,2,1,0,0,0,0,65588,1,0,6982,1,0,1,2,0,0,0,0,0,0,391,0,0,0,0,0,0,0,127,64,35,28,19,13,6,9,70477,3,3,3,2,1,0,0,1
0,0,840,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,173,100,46,24,17,9,5,0,7262,0,1,0,1,0,1,1,1,66746,0,0,7085,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,330,174,86,48,23,14,8,3,65790,4,4,2,2,1,0,0,0
1,1,821,3,0,0,0,2,0,1,0,0,0,360,0,0,0,0,0,0,0,0,0,221,121,89,56,32,25,15,18,8189,9,3,5,3,6,0,0,1,69806,5,0,6311,1,0,1,0,2,0,0,0,0,0,754,0,0,0,0,0,0,0,333,208,106,66,49,22,32,12,62258,14,7,6,7,6,5,4,3
3,0,558,2,1,0,1,2,2,0,0,0,1,241,1,0,0,0,0,0,0,0,0,124,73,45,25,20,20,7,11,6212,11,9,2,1,1,4,3,2,65207,1,1,7108,2,3,1,0,1,1,0,2,1,0,606,1,0,0,0,0,0,0,246,113,75,49,28,10,12,10,69089,15,10,4,8,10,2,0,2
0,0,523,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,88,24,11,8,3,0,0,0,5313,0,0,0,0,0,0,0,0,60320,0,0,8845,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,195,100,42,18,8,3,0,0,73647,0,0,0,0,0,0,0,0
0,0,614,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,76,24,9,12,5,0,0,0,5741,0,0,0,0,0,0,0,0,60904,0,0,9010,0,0,0,0,0,0,0,0,0,0,761,0,0,0,0,0,0,0,232,89,40,13,12,5,1,1,72273,0,0,0,0,0,0,0,0
3,0,689,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,145,89,48,34,18,9,12,3,5652,1,5,4,1,3,3,5,0,59206,2,2,9065,1,0,0,0,2,1,0,0,0,0,775,0,0,0,0,0,0,0,306,142,98,52,30,24,18,8,73252,4,5,8,3,6,1,1,2
0,0,899,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,141,104,57,57,32,30,22,8,6839,12,4,0,4,1,2,1,3,62589,2,0,8656,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,319,178,84,68,53,43,33,20,68557,4,6,3,2,4,0,2,1
0,0,541,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,69,32,12,5,8,3,2,1,5633,0,0,0,0,0,0,0,0,62822,0,0,8046,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,184,78,37,20,7,0,1,1,71667,1,1,0,0,0,0,0,0
0,0,665,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,129,68,50,44,16,8,9,8,6371,6,5,4,1,5,3,2,0,61838,0,2,8942,2,1,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,279,145,81,47,33,19,22,13,70025,6,4,3,0,3,2,1,2
0,0,843,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,135,67,40,20,9,6,4,0,6314,4,2,0,0,0,0,0,0,62183,0,0,8677,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,349,144,93,33,18,9,12,4,69842,4,4,2,0,0,0,0,0
11,3,857,4,2,1,2,2,0,1,0,0,0,376,1,0,2,0,0,0,0,0,0,191,107,80,44,44,31,28,33,6154,17,19,13,9,12,9,7,6,59302,10,9,9583,3,7,1,1,2,1,0,2,2,1,1024,0,0,1,0,2,1,0,407,194,144,79,64,32,33,23,70910,23,20,15,7,7,6,14,2
0,0,508,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,82,31,22,13,5,3,2,1,6020,0,0,0,0,0,0,0,0,64862,0,0,7446,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,189,79,35,30,8,10,6,2,69904,1,1,1,0,0,0,0,0
0,0,1260,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,274,168,95,42,39,27,21,17,8246,11,11,8,4,4,1,2,3,61037,0,1,9654,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,523,297,194,86,57,38,17,24,65902,18,15,7,7,8,3,6,3
4,2,653,0,1,0,0,1,0,1,1,0,0,220,0,0,0,0,0,0,0,0,0,94,55,44,32,31,25,23,20,6206,19,13,13,12,12,7,5,1,62894,3,3,8328,1,0,1,1,0,1,0,0,0,0,725,0,0,0,0,0,0,0,238,111,49,50,29,35,27,24,69877,24,16,20,12,13,9,7,7
3,1,1298,3,0,1,1,1,2,2,0,0,1,537,1,0,0,0,0,0,0,0,0,325,218,140,86,71,52,26,30,7719,15,11,10,11,4,7,4,4,60285,4,1,9547,2,2,2,2,1,3,1,0,0,0,1425,0,0,0,0,0,0,0,645,359,204,128,99,66,50,27,66456,31,23,10,15,8,8,7,5
0,0,549,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,139,75,33,19,6,10,0,0,5779,0,0,0,0,0,0,0,0,62916,0,0,8111,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,288,147,78,37,21,13,5,3,70840,3,1,0,0,0,0,0,0
4,2,675,0,0,0,1,2,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,128,79,48,33,21,13,18,11,6005,13,10,7,10,7,2,5,3,59510,2,4,9665,2,2,1,2,1,0,2,0,0,0,900,0,0,0,0,0,0,0,308,125,105,72,41,21,24,15,71761,15,11,7,10,3,6,3,6
0,0,709,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,132,62,31,16,7,3,2,6,6140,3,4,1,2,3,2,0,1,59276,1,0,9792,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,290,121,67,31,19,14,6,6,72070,4,4,1,2,1,4,3,1
1,0,693,1,0,1,2,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,142,69,45,34,23,28,19,13,6128,5,5,4,6,6,2,0,0,61048,3,3,8875,0,0,1,1,1,1,0,0,0,0,846,0,0,0,0,0,0,0,319,139,92,43,43,23,16,17,70980,6,5,7,9,0,4,1,2
0,0,334,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,20,13,8,5,1,2,0,0,5944,0,0,0,0,0,0,0,0,64754,0,0,7469,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,74,19,9,13,9,4,1,0,70905,0,0,0,0,0,0,0,0
0,0,922,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,223,118,91,45,17,18,18,11,6163,7,1,2,2,0,0,0,0,60023,0,0,9351,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,415,231,120,80,48,35,23,17,70491,12,4,8,3,2,0,0,0
0,0,620,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,82,43,25,8,7,1,2,0,6720,0,0,0,0,0,0,0,0,62630,0,0,8779,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,226,98,29,14,15,8,1,1,69768,1,2,1,0,0,0,0,0
0,0,868,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,162,91,57,50,22,23,12,9,6899,5,5,6,1,1,2,0,0,63126,0,0,8289,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,375,167,105,59,33,17,15,17,68188,7,11,6,4,3,2,3,1
1,0,825,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,141,79,59,37,28,20,25,8,6790,7,4,4,3,3,1,0,1,62314,0,0,8966,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,296,128,91,46,36,26,24,18,68748,17,7,10,6,3,8,0,2
4,4,939,5,3,2,5,0,3,0,0,1,1,386,0,1,1,0,0,0,0,0,0,211,149,129,75,68,58,34,40,7379,26,10,11,15,10,6,3,4,62766,6,1,8664,5,2,0,2,1,1,2,1,0,1,1055,0,1,2,0,2,0,0,397,269,177,105,76,59,54,41,66595,42,24,17,14,10,9,9,5
0,0,726,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,125,49,31,15,6,5,3,2,6485,0,0,0,0,0,0,0,0,62913,0,0,8560,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,250,115,52,25,21,9,7,5,69476,3,2,0,0,0,0,0,0
0,0,519,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,73,18,11,2,0,0,0,0,5753,0,0,0,0,0,0,0,0,62127,0,0,8465,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,197,91,32,13,0,0,0,0,71848,0,0,0,0,0,0,0,0
0,0,981,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,203,115,63,34,30,15,19,14,7514,13,9,2,4,4,1,2,0,62680,2,1,8991,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,390,197,105,62,43,28,27,14,66914,11,7,8,5,5,0,2,3
1,1,627,2,0,0,0,0,2,1,0,0,0,199,0,0,0,0,0,0,0,0,0,126,74,44,32,24,11,16,14,6725,6,3,2,4,3,3,3,3,63702,0,2,8042,1,1,0,2,0,0,0,0,0,0,752,0,0,0,0,0,0,0,250,115,79,34,31,21,18,13,68957,11,12,11,7,4,2,6,1
0,0,987,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,168,84,64,35,29,15,7,11,8330,12,5,4,5,1,1,0,0,67400,2,0,7426,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,344,159,92,55,36,32,20,15,63331,11,7,4,7,7,1,0,1
0,0,693,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,83,32,16,18,4,10,1,0,7415,0,0,0,0,0,0,0,0,65375,0,0,7782,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,222,81,39,22,17,2,4,4,67309,1,2,0,0,0,0,0,0
0,0,784,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,157,80,53,26,20,8,7,5,6870,0,0,0,0,0,0,0,0,61939,0,0,9110,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,330,140,101,53,34,24,9,6,68978,1,2,1,0,2,0,0,0
3,3,1147,7,2,1,4,2,3,0,1,4,1,448,2,0,1,2,1,2,3,0,1,220,116,69,57,34,29,24,15,7541,9,4,6,3,4,2,5,4,61777,4,3,9186,2,2,3,1,4,1,2,1,0,0,1252,2,2,0,0,2,3,1,434,222,124,92,45,43,34,12,66881,6,15,6,12,12,5,9,2
1,4,986,5,4,1,2,1,2,1,5,2,0,386,2,1,0,0,1,1,0,0,1,258,159,101,62,50,35,34,24,6354,20,19,13,16,11,10,7,6,56885,9,8,10841,6,5,2,4,4,2,2,2,1,1,1324,0,0,0,0,1,0,1,446,251,174,107,67,52,45,41,71007,34,22,17,18,16,5,10,3
3,3,1492,0,1,1,2,0,1,0,1,1,1,605,0,0,0,0,0,0,0,0,0,309,184,109,72,59,52,41,28,8075,17,15,9,10,11,7,6,2,57385,2,3,11542,1,2,4,4,0,0,0,0,0,0,1719,0,0,0,0,0,0,0,700,356,193,107,92,52,41,42,66521,23,21,18,16,12,9,9,9
0,0,617,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,66,27,9,8,1,1,0,0,6109,0,0,0,0,0,0,0,0,61446,0,0,8866,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,197,74,33,12,9,1,0,0,71532,0,0,0,0,0,0,0,0
0,0,805,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,66,35,13,4,3,1,1,2,7058,0,0,0,0,0,0,0,0,61601,0,0,9459,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,254,97,32,5,9,2,2,0,69380,0,0,0,0,0,0,0,0
0,0,586,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,32,13,9,0,1,0,0,0,6856,0,0,0,0,0,0,0,0,64742,0,0,8098,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,147,51,16,4,0,0,0,0,68667,0,0,0,0,0,0,0,0
3,0,802,5,0,1,1,0,1,1,1,0,0,347,0,0,0,0,0,0,0,0,0,156,120,59,40,28,17,17,6,6196,10,5,6,5,6,4,7,5,59006,6,3,9927,1,2,3,0,0,0,0,2,0,0,1037,1,0,0,0,0,0,0,414,210,104,61,28,34,20,22,71197,15,19,11,8,6,6,3,5
0,0,1146,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,238,159,72,61,40,24,20,10,8002,6,15,5,8,4,3,2,0,61520,1,0,9591,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,472,260,154,85,69,31,25,23,66165,10,8,9,7,1,3,7,5
0,5,970,2,1,0,3,1,1,0,0,0,0,393,0,0,0,0,0,0,0,0,0,232,120,88,47,33,24,10,10,7033,10,8,6,7,0,7,0,0,61236,2,3,9025,1,1,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,445,237,115,75,55,36,18,14,68550,11,15,5,10,9,5,6,10
0,0,901,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,176,100,49,30,17,7,5,5,7014,2,2,1,0,0,0,0,0,61455,0,0,9201,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,383,167,113,54,29,17,9,5,68884,3,4,4,1,5,1,0,1
4,3,946,0,2,2,1,1,1,1,1,0,0,391,0,0,0,0,0,0,0,0,0,187,108,90,63,52,41,30,18,7181,21,15,14,12,8,11,2,2,59016,5,3,10147,7,6,1,1,0,1,1,0,1,1,1181,0,0,0,0,0,0,0,430,208,159,76,65,54,33,34,69263,21,21,13,17,7,8,5,7
0,0,855,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,185,106,57,32,12,9,10,6,6937,4,4,1,1,0,0,0,0,62140,2,0,9133,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,390,172,114,59,41,20,13,16,68296,9,1,1,1,0,0,1,1
5,4,1073,7,9,4,2,3,3,6,3,0,6,342,1,5,2,2,2,3,3,0,1,187,141,86,57,41,33,33,31,7867,12,11,22,12,11,16,6,12,59019,7,6,10459,4,2,3,6,3,2,2,3,2,3,1220,4,3,4,4,2,0,2,401,209,108,82,55,41,23,38,68056,30,21,26,17,10,7,11,7
0,0,1312,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,283,155,104,68,43,41,25,21,8392,10,5,7,1,2,4,2,2,61463,0,1,9539,1,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,577,285,176,105,63,54,30,24,65122,22,15,11,7,6,2,1,1
1,1,993,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,193,110,72,50,25,29,14,6,7656,9,6,5,4,2,2,0,1,62280,4,1,9211,0,0,0,0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,376,155,115,81,49,36,22,12,66809,12,8,7,7,3,3,0,3
